account,sn,text,embed,uri,clean_uri,translated_text,label
andrew-ukraine.bsky.social,10.0,"france and britain should stand together on this.

we must make it clear to russia that, unlike america, we will not be intimidated by russia’s nuclear sabre rattling.

we must defend europe, so if they test us with nuclear, they will regret it.

t.me/noel_reports...","external=External(description='🇷🇺 Russia says Macron is ""detached from reality"" after his nuclear comments.\n\nFM spokeswoman Zakharova mocked the French President, calling him a ""storyteller"" after he labeled Russia a threat to Euro...', title='NOELREPORTS 🇪🇺 🇺🇦', uri='https://t.me/noel_reports/25199', thumb=BlobRef(mime_type='image/jpeg', size=70242, ref=IpldLink(link='bafkreicbc3gtovjsejid4bxrrrnabbbvlr3gickpry4ylrxaiznpiy3jxi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/noel_reports/25199,noel_reports/25199,"france and britain should stand together on this.

we must make it clear to russia that, unlike america, we will not be intimidated by russia’s nuclear sabre rattling.

we must defend europe, so if they test us with nuclear, they will regret it.

t.me/noel_reports...",0.0
meduza-unshackled.i.cancn.com.ap.brid.gy,16.0,"⚡️⚡️⚡️#inside our sources in the presidential administration reported that the presidential office has guaranteed immunity for all those involved in the mindich case. everyone will be released on bail, and the cases will be dragged out for years a...
https://t.me/llordofwar/525196","external=External(description=""⚡️⚡️⚡️#Inside Our sources in the Presidential Administration reported that the Presidential Office has guaranteed immunity for all those involved in the Mindich case. Everyone will be released on bail, and the cases will be dragged out for years and then siphoned off. Bankova Street views the Mindich case as a blow to Zelenskyy's position, which is why the judiciary will side with everyone whose homes are currently being subject to large-scale searches."", title='Lord Of War', uri='https://t.me/llordofwar/525196', thumb=BlobRef(mime_type='image/jpeg', size=12803, ref=IpldLink(link='bafkreiae2q6aewosatb2kvd73jexa2lg5a6x4rycqei3kcjcjrgt3d44xi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/525196,llordofwar,"⚡️⚡️⚡️#inside our sources in the presidential administration reported that the presidential office has guaranteed immunity for all those involved in the mindich case. everyone will be released on bail, and the cases will be dragged out for years a...
https://t.me/llordofwar/525196",1.0
theglobaleye.bsky.social,13.0,"#breaking | reports of a loud explosion inside the area of the russian consulate in marseille, france.

#france #russia

t.me/tglobaleye/1...","external=External(description='#BREAKING | Reports of a loud explosion inside the area of the Russian Consulate in Marseille, France.\n\n#France #Russia\n\nThe Global Eye | Subscribe', title='The Global Eye', uri='https://t.me/tglobaleye/11107', thumb=BlobRef(mime_type='image/jpeg', size=53303, ref=IpldLink(link='bafkreihbzzvjnccjq6cn6aw4pebktwh2qkoruvjr5ntwvm5sclqkjopx5e'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/tglobaleye/11107,tglobaleye/11107,"#breaking | reports of a loud explosion inside the area of the russian consulate in marseille, france.

#france #russia

t.me/tglobaleye/1...",0.0
meduza-unshackled.i.cancn.com.ap.brid.gy,37.0,"the ""legioner"" armored pickup truck for special forces and units tasked with covering the state border, it is equipped with a night vision camera with a 32x thermal imager (capable of detecting a person at a distance of 3 km). an eight-channel ele...
https://t.me/llordofwar/524823","external=External(description='The ""Legioner"" armored pickup truck For special forces and units tasked with covering the state border, it is equipped with a night vision camera with a 32x thermal imager (capable of detecting a person at a distance of 3 km). An eight-channel electronic warfare system is also included.', title='Lord Of War', uri='https://t.me/llordofwar/524823', thumb=BlobRef(mime_type='image/jpeg', size=34371, ref=IpldLink(link='bafkreibgbask5etis54tqplyklbn37wlulbpznkd5wm6ep4x6inwtuuzry'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/524823,llordofwar,"the ""legioner"" armored pickup truck for special forces and units tasked with covering the state border, it is equipped with a night vision camera with a 32x thermal imager (capable of detecting a person at a distance of 3 km). an eight-channel ele...
https://t.me/llordofwar/524823",1.0
ouverture.todon.ploud.fr.ap.brid.gy,3.0,"https://t.me/novichok_rossiya_2/33579
due to the lack of a clear position from kyiv regarding #pokrovsk, an information vacuum has arisen. it is being filled with various theories and rumors. some ukrainian figures keep talking about a ""special unblock group"" that is about to e...","external=External(description='Due to the lack of a clear position from Kyiv regarding Pokrovsk, an information vacuum has arisen. It is being filled with various theories and rumors. Some Ukrainian figures keep talking about a ""special unblock group"" that is about to enter Pokrovsk, turn everything around, and ""unblock"" the city, as the GUR airborne forces supposedly already did (they did not). In reality, things are much more prosaic. Over the past few days, the situation for the Armed Forces of Ukraine has practically not changed. Currently, the Russian Federation is clearing out the northern outskirts; fighting is ongoing near the transport hospital and the Novaya railway station. Once they are dealt with, a general clearing of the city will begin, which is already underway on the southern outskirts. There are no signs yet that Syrsky has any cunning plan he mentioned yesterday. https://t.me/Warhronika', title='Masnova', uri='https://t.me/Novichok_Rossiya_2/33579', thumb=BlobRef(mime_type='image/jpeg', size=30639, ref=IpldLink(link='bafkreiey235xdsy75vo425bcglumzwgk3vsql46pibk24cifffiw6ikkxa'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Novichok_Rossiya_2/33579,novichok_rossiya_2,"https://t.me/novichok_rossiya_2/33579
due to the lack of a clear position from kyiv regarding #pokrovsk, an information vacuum has arisen. it is being filled with various theories and rumors. some ukrainian figures keep talking about a ""special unblock group"" that is about to e...",1.0
rvps2001.vonhaller.social.ap.brid.gy,5.0,"⚡️⚡️⚡️the ukrainian armed forces' line of defense east of the zaporizhzhia region has ""collapsed,"" says german journalist and supporter of the #kiev regime julian röpke. after the loss of uspenovka, the ukrainian front line has locally collapsed ea...
https://t.me/i20028843/269262","external=External(description='⚡️⚡️⚡️The Ukrainian Armed Forces\' line of defense east of the Zaporizhzhia region has ""collapsed,"" says German journalist and supporter of the Kiev regime Julian Röpke. After the loss of Uspenovka, the Ukrainian front line has locally collapsed east of the Zaporizhzhia region. Over the weekend, Russian troops captured Rybino, Sladkoe, and Novoe and reached the outskirts of Rovnopol,"" he complains. According to him, after the liberation of Uspenovka, ""there were no defensive positions or Ukrainian troops left that could slow down the advance of Russian troops."" The Russians have covered 8 km in two days and have no intention of stopping,"" Röpke concluded⚡️⚡️⚡️', title='🇷🇺IL RUSSO🇷🇺', uri='https://t.me/i20028843/269262', thumb=BlobRef(mime_type='image/jpeg', size=18857, ref=IpldLink(link='bafkreieyxtu4cwkgi6y3qjzm5xjff26rkhfak35zkhiahaactmsgilmpza'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/i20028843/269262,i20028843,"⚡️⚡️⚡️the ukrainian armed forces' line of defense east of the zaporizhzhia region has ""collapsed,"" says german journalist and supporter of the #kiev regime julian röpke. after the loss of uspenovka, the ukrainian front line has locally collapsed ea...
https://t.me/i20028843/269262",1.0
hateko.cyberplace.social.ap.brid.gy,10.0,"⚡️⚡️⚡️#inside our sources in the presidential administration said that bankova is afraid of criminal cases from the nabu regarding arms procurement, as the corruption there is dozens of times worse than the mindich tapes published today. when they...
https://t.me/llordofwar/525240","external=External(description=""⚡️⚡️⚡️#Inside Our sources in the Presidential Administration said that Bankova is afraid of criminal cases from the NABU regarding arms procurement, as the corruption there is dozens of times worse than the Mindich tapes published today. When they start publishing the drone and missile schemes, they'll reveal hundreds of billions of hryvnias that Mindich's companies have appropriated. That's the kind of warfare it is..."", title='Lord Of War', uri='https://t.me/llordofwar/525240', thumb=BlobRef(mime_type='image/jpeg', size=12803, ref=IpldLink(link='bafkreiae2q6aewosatb2kvd73jexa2lg5a6x4rycqei3kcjcjrgt3d44xi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/llordofwar/525240,llordofwar,"⚡️⚡️⚡️#inside our sources in the presidential administration said that bankova is afraid of criminal cases from the nabu regarding arms procurement, as the corruption there is dozens of times worse than the mindich tapes published today. when they...
https://t.me/llordofwar/525240",1.0
putinsibs.bsky.social,1.0,"from t.me/pravdagerash...

#eu foreign policy chief #kaja_kallas:

right now, #russia does not want to negotiate at all. every time the world reaches out, #russia responds with missiles. #russia's latest attacks make abundantly clear that #russia is pressing with war and this pattern keeps repeating","video=BlobRef(mime_type='video/mp4', size=1112478, ref=IpldLink(link='bafkreidmqnrlyp2am3ofhsc7xyetkywbt7x3fvytar5oqraahr4mpgky4m'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=360, width=644, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravdagerash...,pravdagerash...,"from t.me/pravdagerash...

#eu foreign policy chief #kaja_kallas:

right now, #russia does not want to negotiate at all. every time the world reaches out, #russia responds with missiles. #russia's latest attacks make abundantly clear that #russia is pressing with war and this pattern keeps repeating",0.0
makow.masto.popgeeks.com.ap.brid.gy,35.0,"https://t.me/uutishuone/1362238
entinen eu:n ulkosuhteista vastaava komissaari benita ferrero-waldner totesi, että eu:n tulisi hyväksyä ukraina kiertämällä unkarin ja slovakian saarto ""määräenemmistöllä"": esimerkiksi tässä tapauksessa jäsenvaltioiden osalta meidän tulisi noudat...","external=External(description='Entinen EU:n ulkosuhteista vastaava komissaari Benita Ferrero-Waldner totesi, että EU:n tulisi hyväksyä Ukraina kiertämällä Unkarin ja Slovakian saarto ""määräenemmistöllä"": Esimerkiksi tässä tapauksessa jäsenvaltioiden osalta meidän tulisi noudattaa asteittaisen liittymisen ajatusta. Tämä tarkoittaa, että joissakin tapauksissa uudet jäsenvaltiot liittyvät, mutta eivät välttämättä vielä ole täysjäseniä. Ja sitten, mielestäni, voisimme tehdä päätöksiä myös määräenemmistöllä. Ja toinen asia, jota haluan korostaa, on väline, jota tuskin käytämme, nimittäin niin sanottu tiiviimpi yhteistyö, jossa kolmasosa jäsenvaltioista voi edistyä tietyissä asioissa, esimerkiksi Schengenin sopimuksessa tai eurossa, jos ja kun muut, jotka ovat tällä hetkellä jäljessä, voivat liittyä, jos ne ovat valmiita ja halukkaita. Mielestäni tällainen mahdollisuus on olemassa. Emme käytä sitä, mutta meidän pitäisi. ⚡️Kaksi pääainetta', title='Uutishuone', uri='https://t.me/uutishuone/1362238', thumb=BlobRef(mime_type='image/jpeg', size=11464, ref=IpldLink(link='bafkreiedrfonafyccni2q5ukdgrcugpjbzkrsga3hopiby4z2ivysrs6va'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1362238,uutishuone,"https://t.me/uutishuone/1362238
former eu commissioner for external relations benita ferrero-waldner said the eu should accept the blockade of ukraine by circumventing the blockade of hungary and slovakia ""by qualified majority"": for example, in this case, for member states, we should follow...",1.0
lcac4213.bsky.social,7.0,"🗣🪖 otan é inferior à rússia em todos os indicadores-chave, diz ex-analista da cia
larry johnson, ex-analista da cia, afirmou que a otan está técnica e politicamente atrás da rússia em pontos-chave. segundo ele, a aliança enfrenta fragmentação por causa da crise econômica 
t.me/sputnikbrasi...","video=BlobRef(mime_type='video/mp4', size=16463059, ref=IpldLink(link='bafkreibsx4r7e5wbhf6wzbo5srdvx66lslqplpvluqgldxspxr4zcxxbee'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=1920, width=1080, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/sputnikbrasi...,sputnikbrasi...,"🗣🪖 otan is inferior to russia in all key indicators, says former cia analyst
larry johnson, a former cia analyst, said that otan is technically and politically behind russia on key points. according to him, the alliance is facing fragmentation because of the economic crisis
t.me/sputnikbrasi...",1.0
realjournalism.merovingian.club.ap.brid.gy,16.0,"https://t.me/ze_kartel/11208
#сплетни пошли сплетни, что банковая срочно создает линию обороны по трассе т0401 от гуляйполя в сторону днепропетровской области, чтобы удержать продвижение россиян и не дать им взять гуляйполе до конца года. поставлена задача держать позиции любой...","external=External(description='#сплетни Пошли сплетни, что Банковая срочно создает линию обороны по трассе Т0401 от Гуляйполя в сторону Днепропетровской области, чтобы удержать продвижение россиян и не дать им взять Гуляйполе до конца года. Поставлена задача держать позиции любой ценой оборону. Хотя здесь чувствуется дефицит живой силы и падения боевого духа солдат.', title='Картель', uri='https://t.me/ZE_kartel/11208', thumb=BlobRef(mime_type='image/jpeg', size=5380, ref=IpldLink(link='bafkreichesaqp5hrkxzndtlgwjp32co44esr4hypuw7rdx7cla43up7hza'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/ZE_kartel/11208,ze_kartel,"https://t.me/ze_kartel/11208
#gossip went gossip that bankova urgently creates a line of defense along the highway t0401 from gulyaypol towards dnepropetrovsk region to hold the advance of the russians and prevent them from taking gulyaypol before the end of the year. the task is to hold positions at any...",1.0
makow.masto.popgeeks.com.ap.brid.gy,21.0,"kahden vuoden aikana niiden ukrainalaisten määrä, jotka hyväksyvät venäjän ehdot sodan lopettamiseksi, on kasvanut 4 prosentista 16 prosenttiin. tähän sisältyy nato-jäsenyydestä luopuminen, ukrainan asevoimien vähentäminen ja aluemenetysten tunnu...
https://t.me/uutishuone/1363064","external=External(description='Kahden vuoden aikana niiden ukrainalaisten määrä, jotka hyväksyvät Venäjän ehdot sodan lopettamiseksi, on kasvanut 4 prosentista 16 prosenttiin. Tähän sisältyy Nato-jäsenyydestä luopuminen, Ukrainan asevoimien vähentäminen ja aluemenetysten tunnustaminen. Kotiin palaamaan suunnittelevien ukrainalaisten pakolaisten määrä on laskenut 78 prosentista 40 prosenttiin. @ukr_leaks', title='Uutishuone', uri='https://t.me/uutishuone/1363064', thumb=BlobRef(mime_type='image/jpeg', size=35137, ref=IpldLink(link='bafkreibgifatbfolcs22f7bd5oj7lz3wouotkkxuolp6gpb7ianegu4uzi'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1363064,uutishuone,"over the past two years, the number of Ukrainians who accept russian conditions for ending the war has increased from 4% to 16%, including renouncing membership of nato, the reduction of ukrainian armed forces and the feeling of territorial...
https://t.me/uutishuone/1363064",1.0
anno1540.bsky.social,5.0,"fico stated that the country will not participate in eu programs for funding weapons for ukraine

he said that allocating €140 billion to kyiv is ""the biggest mistake of the europ union""
he also repeated the old tune that sanctions supposedly harm europe more than russia
source:
t.me/ukraine_18ne...","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=251788, ref=IpldLink(link='bafkreibifl6xr6nvnzxbc7eoa55bs2merrzimfwbes4y5rauthlyv3d6l4'), py_type='blob'), aspect_ratio=AspectRatio(height=845, width=1265, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=131004, ref=IpldLink(link='bafkreihjhvk25uo6bjnbv5elqb6utufrgwzjmg6hkrtbz57shpf3zt5e4a'), py_type='blob'), aspect_ratio=AspectRatio(height=640, width=640, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/ukraine_18ne...,ukraine_18ne...,"fico stated that the country will not participate in eu programs for funding weapons for ukraine

he said that allocating €140 billion to kyiv is ""the biggest mistake of the europ union""
he also repeated the old tune that sanctions supposedly harm europe more than russia
source:
t.me/ukraine_18ne...",0.0
putinsibs.bsky.social,3.0,"from t.me/pravdagerash...

attention, #germany!

#russian propagandists threaten that ""in the event of any aggressive actions against #russia, #germany will experience a fourth entry of #russian troops into #berlin.""

#ukraine #putinisamasskiller #putinisawarcriminal @kardinal691","video=BlobRef(mime_type='video/mp4', size=7792323, ref=IpldLink(link='bafkreifgar33sqtimo6keo7urppfaa77buqtzgcxi4zmksaafnxlyhlr6e'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=720, width=1280, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravdagerash...,pravdagerash...,"from t.me/pravdagerash...

attention, #germany!

#russian propagandists threaten that ""in the event of any aggressive actions against #russia, #germany will experience a fourth entry of #russian troops into #berlin.""

#ukraine #putinisamasskiller #putinisawarcriminal @kardinal691",0.0
liberty-watch.swissodon.ch.ap.brid.gy,3.0,"🤩 eilmeldung 🤩 unbestätigten berichten zufolge haben einheiten der russischen luft- und weltraumstreitkräfte kontakt zu ukrainischen soldaten aufgenommen, die im kessel von mirnograd eingeschlossen sind, und sie aufgefordert, ihre waffen niederzulege...
https://t.me/ruas_org/60693","external=External(description='🤩 EILMELDUNG 🤩 Unbestätigten Berichten zufolge haben Einheiten der russischen Luft- und Weltraumstreitkräfte Kontakt zu ukrainischen Soldaten aufgenommen, die im Kessel von Mirnograd eingeschlossen sind, und sie aufgefordert, ihre Waffen niederzulegen und sich zu ergeben, um ihr Leben zu retten. Sollten die Soldaten der ukrainischen Streitkräfte die Kapitulation verweigern, werde die eingeschlossene Gruppe vollständig vernichtet. Es ist schwierig, die genaue Anzahl der im Kessel von Mirnograd eingeschlossenen ukrainischen Soldaten zu bestimmen, Schätzungen gehen jedoch von 300 bis 1.000 aus. 🇩🇪🤝🇷🇺 Abonniert R.U.A.S-Team', title='Russland Ukraine Andere Seite', uri='https://t.me/ruas_org/60693', thumb=BlobRef(mime_type='image/jpeg', size=34622, ref=IpldLink(link='bafkreid2bdeprmi2zqgtrjkmnp2wtf24efk6cyx4nk7xka3e2223744rzm'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/ruas_org/60693,ruas_org,"🤩 breaking news 🤩 unconfirmed reports indicate that units of the russian air and space forces have made contact with ukrainian soldiers trapped in the mirnograd cauldron and asked them to lay down their weapons....
https://t.me/ruas_org/60693",1.0
putinsibs.bsky.social,7.0,"""agreed! go for it!""

from t.me/united24media

the #american nuclear weapons stationed in #germany are not enough to deter #russia, so #germany must gain access to the nuclear arsenal of #france or the #united_kingdom, said #jens_spahn, head of the #cdu/#csu faction in the #bundestag,","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=83603, ref=IpldLink(link='bafkreicgvqvgzckmcj2jt4vrxnqgqxnrke2dv5mvuodbtemgach44l4aiy'), py_type='blob'), aspect_ratio=AspectRatio(height=529, width=602, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/united24media,united24media,"""agreed! go for it!""

from t.me/united24media

the #american nuclear weapons stationed in #germany are not enough to deter #russia, so #germany must gain access to the nuclear arsenal of #france or the #united_kingdom, said #jens_spahn, head of the #cdu/#csu faction in the #bundestag,",0.0
putinsibs.bsky.social,6.0,"from t.me/pravdagerash...

a piece of railroad was damaged in #poland, one connecting #warsaw with #dorohusk station close to the border with #ukraine.

#pm_tusk said sabotage cannot be ruled out for now. an investigation is in progress.","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=488938, ref=IpldLink(link='bafkreifn6qfqj44sehy2ture2o6wirjfu7kg57fv6fes6km5zyisse43ay'), py_type='blob'), aspect_ratio=AspectRatio(height=832, width=1280, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=292349, ref=IpldLink(link='bafkreiflfdte6gwvp423pcqlmutndzsnsxwxih3mdlqqxun5svcfhn4ofi'), py_type='blob'), aspect_ratio=AspectRatio(height=797, width=1080, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/pravdagerash...,pravdagerash...,"from t.me/pravdagerash...

a piece of railroad was damaged in #poland, one connecting #warsaw with #dorohusk station close to the border with #ukraine.

#pm_tusk said sabotage cannot be ruled out for now. an investigation is in progress.",0.0
kapicac.burnout.cafe.ap.brid.gy,22.0,"https://t.me/zradaxxii/44961
🇷🇺🇮🇹 #nato faces strategic defeat in #ukraine — italian general bertolini - nato has transformed from a defensive alliance into a tool of continuous war and projection of the american model — from the balkans to ukraine. - the end of hostilities in ...","external=External(description='🇷🇺🇮🇹 NATO faces strategic defeat in Ukraine — Italian General Bertolini - NATO has transformed from a defensive alliance into a tool of continuous war and projection of the American model — from the Balkans to Ukraine. - The end of hostilities in Ukraine would mean a strategic defeat for NATO and the entire West as participants in the conflict. - Trump does not hide his contempt for NATO, seeing it as a “client” for selling LNG and weapons. - The refusal to supply ""Tomahawks"" to Ukraine is not a weakness but a calculation: their use would automatically drag the US into a direct conflict with Russia.', title='ZradaXXII', uri='https://t.me/ZradaXXII/44961', thumb=BlobRef(mime_type='image/jpeg', size=20942, ref=IpldLink(link='bafkreicomslf7hschnmfpcswmochxfo3o7qqu4ntuo7qrbxflzrd2aqvya'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/ZradaXXII/44961,zradaxxii,"https://t.me/zradaxxii/44961
🇷🇺🇮🇹 #nato faces strategic defeat in #ukraine — italian general bertolini - nato has transformed from a defensive alliance into a tool of continuous war and projection of the american model — from the balkans to ukraine. - the end of hostilities in ...",1.0
uaid.defenseofliberty.social.ap.brid.gy,11.0,"https://t.me/uutishuone/1363523
ukrainan media raportoi, että nabu:n virkamiehet tekivät 10. marraskuuta aamulla ratsian liikemies, kvartal 95:n toisen omistajan ja zelenskyin läheisen liittolaisen timur mindichin kotiin. mindich itse lähti ukrainasta tänään, muutamaa tuntia en...","external=External(description='Ukrainan media raportoi, että NABU:n virkamiehet tekivät 10. marraskuuta aamulla ratsian liikemies, Kvartal 95:n toisen omistajan ja Zelenskyin läheisen liittolaisen Timur Mindichin kotiin. Mindich itse lähti Ukrainasta tänään, muutamaa tuntia ennen etsintää. @ukr_leaks', title='Uutishuone', uri='https://t.me/uutishuone/1363523', thumb=BlobRef(mime_type='image/jpeg', size=13782, ref=IpldLink(link='bafkreib362hwxtnmze6fz35f7glvkm35btr77lq2hzzpzd2ik6wo2kjtzu'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1363523,uutishuone,"https://t.me/uutishuone/1363523
Ukrainian media reported that nabu officials raided the home of Timur Mindich, a businessman, co-owner of Quartal 95 and close ally of Zelensky, on the morning of November 10. Mindich himself left Ukraine today, a few hours before...",1.0
putinsibs.bsky.social,6.0,"from t.me/pravdagerash...

#russian envoy #dmitriev openly admits that #russia has no intentions of restoring #ukrainian territorial integrity:

people say, no, #russia has to completely withdraw to its borders.
so they set it up to fail

(and #russia still says it's #ukraine & #europe who want war)","video=BlobRef(mime_type='video/mp4', size=2320495, ref=IpldLink(link='bafkreie52kpny4o2lzvvekv3ixjk53vfhsktnawmuq2rdoj7doaaa2rqga'), py_type='blob') alt=None aspect_ratio=AspectRatio(height=720, width=1280, py_type='app.bsky.embed.defs#aspectRatio') captions=None py_type='app.bsky.embed.video'",t.me/pravdagerash...,pravdagerash...,"from t.me/pravdagerash...

#russian envoy #dmitriev openly admits that #russia has no intentions of restoring #ukrainian territorial integrity:

people say, no, #russia has to completely withdraw to its borders.
so they set it up to fail

(and #russia still says it's #ukraine & #europe who want war)",0.0
makow.masto.popgeeks.com.ap.brid.gy,37.0,"🇷🇺💥🇺🇦verilöyly kupyanskin lähellä: 68. divisioona tuhoaa ukrainan asevoimien jalkaväen, joka yrittää murtautua läpi - ""länsi""-joukkojen 68. divisioonan soturikaartin joukot jatkavat ukrainan asevoimien verisen ""vastahyökkäyksen"" torjumista. asevo...
https://t.me/uutishuone/1362087","external=External(description='🇷🇺💥🇺🇦Verilöyly Kupyanskin lähellä: 68. divisioona tuhoaa Ukrainan asevoimien jalkaväen, joka yrittää murtautua läpi - ""Länsi""-joukkojen 68. divisioonan soturikaartin joukot jatkavat Ukrainan asevoimien verisen ""vastahyökkäyksen"" torjumista. Asevoimat yrittävät murtautua läpi Kupyanskin alueella Harkovin alueella, jota venäläiset hävittäjät raivaavat. - Iskulennokkien käyttäjät metsästävät ja tuhoavat ukrainalaisia \u200b\u200bjalkaväkimiehiä. @Slavyangrad', title='Uutishuone', uri='https://t.me/uutishuone/1362087', thumb=BlobRef(mime_type='image/jpeg', size=15640, ref=IpldLink(link='bafkreihmvbyvgo5rkhbll66qfc2ylnz3mtwulp757i3ql3raybbbfl4ghe'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/uutishuone/1362087,uutishuone,"🇷🇺💥🇺🇦verilöyly near kupyansk: 68th Division destroys Ukrainian Armed Forces infantry trying to break through - troops of the 68th Division Warrior Guard of the ""Western"" forces continue to repel a bloody ""counter-attack"" by the Ukrainian Armed Forces. asevo...
https://t.me/uutishuone/1362087",1.0
rvps2001.vonhaller.social.ap.brid.gy,48.0,"https://t.me/novichok_rossiya_2/33447
ukrainian-russian war. day 1353: situation on novopavlovskaya front: during the last week #russian army made small advances at the southern part of novopavlivka. in addition, regarding ivanivka ukrainian army is regaining the initiative by ...","external=External(description='Ukrainian-Russian war. Day 1353: Situation on Novopavlovskaya front: During the last week Russian Army made small advances at the southern part of Novopavlivka. In addition, regarding Ivanivka Ukrainian Army is regaining the initiative by expelling Russian forces from the northern hills. In addition, Ukrainian forces infiltrated in the western part of the locality & is trying to consolidate the positions there. Map: [ https://www.google.com/maps/d/viewer?mid=1V8NzjQkzMOhpuLhkktbiKgodOQ27X6IV≪=48.09719300847094%2C36.71400817536733&z;=12 ]', title='Masnova', uri='https://t.me/Novichok_Rossiya_2/33447', thumb=BlobRef(mime_type='image/jpeg', size=15401, ref=IpldLink(link='bafkreidrceewix7e7iguwchs73nfyu6fdiwbljnpaawojjyrzdsdilf7yq'), py_type='blob'), py_type='app.bsky.embed.external#external') py_type='app.bsky.embed.external'",https://t.me/Novichok_Rossiya_2/33447,novichok_rossiya_2,"https://t.me/novichok_rossiya_2/33447
ukrainian-russian war. day 1353: situation on novopavlovskaya front: during the last week #russian army made small advances at the southern part of novopavlivka. in addition, regarding ivanivka ukrainian army is regaining the initiative by ...",1.0
putinsibs.bsky.social,5.0,"from t.me/pravda_geras...

❌ 93 out of 135 enemy targets were shot down or suppressed by air defence forces 

⚡️ on the night of november 15, the #russians attacked #ukraine with three #kh_47m2 #kinzhal aeroballistic missiles, as well as 135 strike #uavs of the #shahed, #gerbera types,","images=[Image(alt='', image=BlobRef(mime_type='image/jpeg', size=254506, ref=IpldLink(link='bafkreib7zfysi4evhpq6eje67u7jrewjnch2n4ibal7tdwhqazdqgw55nq'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=1024, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image'), Image(alt='', image=BlobRef(mime_type='image/jpeg', size=225517, ref=IpldLink(link='bafkreigschfnca3jtxlkgydr2zvw4jqqygdallcsf4jj4b6pxpqca4e3yq'), py_type='blob'), aspect_ratio=AspectRatio(height=1280, width=1280, py_type='app.bsky.embed.defs#aspectRatio'), py_type='app.bsky.embed.images#image')] py_type='app.bsky.embed.images'",t.me/pravda_geras...,pravda_geras...,"from t.me/pravda_geras...

❌ 93 out of 135 enemy targets were shot down or suppressed by air defence forces

⚡️ on the night of november 15, the #russians attacked #ukraine with three #kh_47m2 #kinzhal aeroballistic missiles, as well as 135 strike #uavs of the #shahed, #gerbera types,",0.0
